No	Xt-EHR resource	Xt-EHR field	Xt-EHR cardinality	Xt-EHR description	ExtEHR type	Xt-EHR binding	Xt-EHR source	R5 Mapped Resource	R5 Mapped Field	R5 Relation				R5 Comments	R5 Needs work	R5 Producer Obligation	R5 Consumer Obligation	R5 Composition section	R4 Mapped Resource	R4 Mapped Field	R4 EQ				R4 Modeling	R4 Needs work	R4 Producer Obligation	R4 Consumer Obligation	R4 Composition section	
1223	EHDSObservation	component.result.value[x]	0..1	Observation result value according to the type of observation. Model covers only most frequently used data types but other data types can be used as well.				EuObservation	valueRange	EQ											EQ									
1224	EHDSObservation	component.result.value[x]	0..1	Observation result value according to the type of observation. Model covers only most frequently used data types but other data types can be used as well.				EuObservation	valueCodeableConcept	EQ											EQ									
1225	Text result value should be used only if coded result value is not expected otherwise use valueCodeableConcept.text. For Quantity, Range and Ratio, result units of the measurement should be provided.	CodeableConcept	UCUM for units, SNOMED CT for coded results (preferred)	Observation result value according to the type of observation. Model covers only most frequently used data types but other data types can be used as well.																										
1226	Text result value should be used only if coded result value is not expected otherwise use valueCodeableConcept.text. For Quantity, Range and Ratio, result units of the measurement should be provided.																													
1227	EHDSObservation	component.result.uncertainty	0..1	Measurement uncertainty information about the observation result.	Base		Measurement uncertainty type and interval if needed.	EuQuantity	extension[uncertainty]	EQ	Covered by data type										EQ	Covered by data type								
1228	EHDSObservation	component.result.uncertainty	0..1	Measurement uncertainty information about the observation result.	Base		Measurement uncertainty type and interval if needed.	EuQuantity	extension[uncertaintyType]	EQ	Covered by data type										EQ	Covered by data type								
1229	EHDSObservation	component.result.uncertainty	0..1	Measurement uncertainty information about the observation result.	Base		Measurement uncertainty type and interval if needed.	EuSimpleQuantity	extension[uncertainty]	EQ	Covered by data type										EQ	Covered by data type								
1230	EHDSObservation	component.result.uncertainty	0..1	Measurement uncertainty information about the observation result.	Base		Measurement uncertainty type and interval if needed.	EuSimpleQuantity	extension[uncertaintyType]	EQ	Covered by data type										EQ	Covered by data type								
1231	EHDSObservation	component.result.uncertainty.value	1..1	The numerical value of the measurement uncertainty.	decimal		The numerical value of the measurement uncertainty.																							
1232	EHDSObservation	component.result.uncertainty.type	0..1	Probability Distribution Type for uncertainty	Coding	HL7 ProbabilityDistributionType (preferred)	Probability Distribution Type for uncertainty																							
1233	EHDSObservation	component.result.dataAbsentReason	0..1	Provides a reason why the expected value in the element component.value[x] is missing.	CodeableConcept	HL7 Data absent reason (preferred)	Provides a reason why the expected value in the element component.value[x] is missing.																							
1234	EHDSObservation	component.referenceRange	0..*	Reference range, multiple reference ranges of different types could by provided. Provides guide for interpretation of the result.	Base		Reference range, multiple reference ranges of different types could by provided. Provides guide for interpretation of the result.	EuObservation	component.referenceRange	EQ											EQ									
1235	EHDSObservation	component.referenceRange.low	0..1	Low limit of the reference range.	Quantity	UCUM for units (preferred)	Low limit of the reference range.																							
1236	EHDSObservation	component.referenceRange.high	0..1	High limit of the reference range.	Quantity	UCUM for units (preferred)	High limit of the reference range.																							
1237	EHDSObservation	component.referenceRange.normalValue	0..1	Normal value, if relevant for the reference range.	CodeableConcept	SNOMED CT (preferred)	Normal value, if relevant for the reference range.																							
1238	EHDSObservation	component.referenceRange.type	0..1	Type of reference range.	CodeableConcept	HL7 Observation Reference Range Meaning Codes (preferred)	Type of reference range.																							
1239	EHDSObservation	component.referenceRange.appliesTo	0..*	Codes to indicate the target population this reference range applies to. For example, a reference range may be based on the normal population or a particular sex or race. Multiple appliesTo are interpreted as an \"AND\" of the target populations.	CodeableConcept	SNOMED CT, HL7 v3-Race (preferred)	Codes to indicate the target population this reference range applies to.																							
1240	EHDSObservation	component.referenceRange.age	0..1	Age range to which this reference range applies if applicable.	Range	UCUM for units (preferred)	Age range to which this reference range applies if applicable.																							
1241	EHDSObservation	component.referenceRange.text	0..1	Text based reference range in an observation which may be used when a quantitative range is not appropriate for an observation. An example would be a reference value of \"Negative\" or a list or table of \"normals\".	string		Text based reference range in an observation.																							
1242	EHDSObservation	component.interpretation	0..*	Information about reference intervals and result interpretation.	CodeableConcept	SNOMED CT, HL7 ObservationInterpretation (preferred)	Information about reference intervals and result interpretation.	EuObservation	component.interpretation	EQ											EQ									
1243	EHDSObservation	derivedFrom[x]	0..*	Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservation		Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	EuObservation	derivedFrom	EQ											EQ									
1244	EHDSObservation	derivedFrom[x]	0..*	Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservation		Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.																							
1245	EHDSObservation	derivedFrom[x]	0..*	Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservation		Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	EuObservation	derivedFrom	EQ											EQ									
1246	EHDSObservation	derivedFrom[x]	0..*	Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSLaboratoryObservation		Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	EuObservation	derivedFrom	EQ											EQ									
1247	EHDSObservation	derivedFrom[x]	0..*	Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSLaboratoryObservation		Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.																							
1248	EHDSObservation	derivedFrom[x]	0..*	Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSLaboratoryObservation		Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	EuObservation	derivedFrom	EQ											EQ									
1249	EHDSObservation	derivedFrom[x]	0..*	Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSImagingStudy		Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	EuObservation	derivedFrom	EQ											EQ									
1250	EHDSObservation	derivedFrom[x]	0..*	Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSImagingStudy		Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.																							
1251	EHDSObservation	derivedFrom[x]	0..*	Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSImagingStudy		Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	EuObservation	derivedFrom	EQ											EQ									
1252	EHDSObservation	hasMember[x]	0..*	This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSLaboratoryObservation		This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.	EuObservation																						
1253	EHDSObservation	hasMember[x]	0..*	This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSLaboratoryObservation		This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.	EuObservation	hasMember	EQ		EuObervation									EQ		EuObervation							
1254	EHDSObservation	hasMember[x]	0..*	This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservation		This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.	EuObservation																						
1255	EHDSObservation	hasMember[x]	0..*	This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservation		This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.	EuObservation	hasMember	EQ		EuObervation									EQ		EuObervation							
1256	EHDSOrganisation		0..*	Model for information about an organisation			Organisation model	EuOrganization		EQ											EQ									
1257	EHDSOrganisation	identifier	0..*	Organisation identifier	Identifier		Organisation identifier	EuOrganization	identifier	EQ											EQ									
1258	EHDSOrganisation	type	0..*	Kind of organisation	CodeableConcept	HL7 organisation_type (preferred)	Kind of organisation	EuOrganization	type	EQ											EQ									
1259	EHDSOrganisation	name	0..1	Organisation name	string		Organisation name	EuOrganization	name	EQ											EQ									
1260	EHDSOrganisation	address	0..*	Mailing or office addresses.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSAddress		Mailing or office addresses.	EuOrganization	contact.address	EQ		-									EQ		-							
1261	EHDSOrganisation	telecom	0..*	Telecommunication contact information (addresses) associated with an organisation, such as phone number, email, or messaging service.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSTelecom		Telecommunication contact information (addresses) associated with an organisation, such as phone number, email, or messaging service.	EuOrganization	contact.telecom	EQ		-									EQ		-							
1262	EHDSOrganisation	partOf	0..1	The organisation of which this organisation forms a part	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation		The organisation of which this organisation forms a part	EuOrganization	partOf	EQ		EuOrganization									EQ		EuOrganization							
1263	EHDSPatient		0..*	Model for information about a patient (subject of care).			Patient model	EuPatient																						
1264	EHDSPatient	identifier	1..*	An identifier of the patient that is unique within a defined scope (typically a national patient identifier, but it can also be a temporary identifier issued by the EHR).	Identifier		An identifier of the patient that is unique within a defined scope (typically a national patient identifier, but it can also be a temporary identifier issued by the EHR).																							
1265	EHDSPatient	name	0..*	Name might consist of name parts, e.g. Given name or names, family name/surname, name prefix etc.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHumanName		Name associated with the patient/subject.	EuPatient	name	EQ		-									EQ		-							
1266	EHDSPatient	dateOfBirth	0..1	Date of birth	dateTime		Date of birth	EuPatient	birthDate	EQ											EQ									
1267	EHDSPatient	deceased[x]	0..1	Whether the patient is deceased or date of death.	boolean		Whether the patient is deceased or date of death.																							
1268	EHDSPatient	deceased[x]	0..1	Whether the patient is deceased or date of death.	dateTime		Whether the patient is deceased or date of death.																							
1269	EHDSPatient	administrativeGender	0..1	This field must contain a recognised valid value for "administrative gender". If different, "physiological gender" should be communicated elsewhere.	CodeableConcept	HL7 Administrative Gender (preferred)	Administrative gender	EuPatient	gender	EQ											EQ									
1270	EHDSPatient	address	0..*	The addresses are always sequences of address parts (e.g. street address line, country, postal code, city) even if postal address formats may vary depending on the country. An address may or may not include a specific use code, if this attribute is not present it is assumed to be the default address useful for any purpose.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSAddress		Mailing and home or office addresses.	EuPatient	address	EQ		-									EQ		-							
1271	EHDSPatient	telecom	0..*	Contact information.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSTelecom		Contact information.	EuPatient	telecom	EQ		-									EQ		-							
1272	EHDSPatientSummary		0..*	The model is a structured document designed to provide an overview of a patient’s most important health information. The model aims to be compatible with the ISO International Patient Summary standard.			Patient summary model																							
1273	EHDSPatientSummary	header	1..1	Basic metadata for this information	Base		Document header																							
1274	EHDSPatientSummary	header.subject	1..1	Patient/subject information	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSPatient		Patient/subject information																							
1275	EHDSPatientSummary	header.identifier	1..*	Business identifier for the object, unique within its system. Supporting disambiguation between different contexts (systems/countries).	Identifier		Unique identifier of the document																							
1276	EHDSPatientSummary	header.author[x]	1..*	Author(s) responsible for the provided information. The exact role of the responsible author varies across use cases and is specific to individual models.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHealthProfessional		Author(s) of the document																							
1277	EHDSPatientSummary	header.author[x]	1..*	Author(s) responsible for the provided information. The exact role of the responsible author varies across use cases and is specific to individual models.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation		Author(s) of the document																							
1278	EHDSPatientSummary	header.author[x]	1..*	Author(s) responsible for the provided information. The exact role of the responsible author varies across use cases and is specific to individual models.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSDevice		Author(s) of the document																							
1279	EHDSPatientSummary	header.date	1..1	Date and optionally time of authoring/issuing	dateTime		Date of finalising/issuing the document																							
1280	EHDSPatientSummary	header.status	1..1	Status of the resource or document	CodeableConcept		Status of the document																							
1281	EHDSPatientSummary	header.source	0..0	Source of information (e.g. patient, patient's proxy). Used in case the patient has authored the information or the author has submitted patient-stated information.	CodeableConcept		Source of information (e.g. patient, patient's proxy). Used in case the patient has authored the information or the author has submitted patient-stated information.																							
1282	EHDSPatientSummary	header.language	0..1	Language in which the resource is written. Language is expressed by the IETF language tag.	CodeableConcept	BCP 47 (preferred)	Language in which the resource is written. Language is expressed by the IETF language tag.																							
1283	EHDSPatientSummary	header.documentType	1..1	Type of document at hand, e.g. 60591-5 Patient summary document.	CodeableConcept	LOINC (preferred)	Type of document at hand, e.g. 60591-5 Patient summary document.																							
1284	EHDSPatientSummary	header.documentTitle	1..1	Human readable document title that can be displayed in search results, etc. This can be documentType's display name, or it can be assembled from multiple elements. Examples: 'Laboratory Result Report', 'Patient Summary of Jane Green 10.12.2024'	string		Human readable document title that can be displayed in search results, etc. This can be documentType's display name, or it can be assembled from multiple elements. Examples: 'Laboratory Result Report', 'Patient Summary of Jane Green 10.12.2024'																							
1285	EHDSPatientSummary	header.period	0..1	Time period of information covered in the document	Period		Time period of information covered in the document																							
1286	EHDSPatientSummary	header.version	0..1	Business version of the document. The exact algorithm for versioning is decided by the producer/custodian	string		Business version of the document. The exact algorithm for versioning is decided by the producer/custodian																							
1287	EHDSPatientSummary	header.attestation	0..*	Document attestation details	Base		Document attestation details																							
1288	EHDSPatientSummary	header.attestation.attester[x]	1..1	Attester who validated the document	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHealthProfessional		Attester who validated the document																							
1289	EHDSPatientSummary	header.attestation.attester[x]	1..1	Attester who validated the document	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSDevice		Attester who validated the document																							
1290	EHDSPatientSummary	header.attestation.datetime	1..1	Date and time of the approval of the document by Attester	dateTime		Date and time of the approval of the document by Attester																							
1291	EHDSPatientSummary	header.legalAuthentication	0..*	Document legal authentication details	Base		Document legal authentication details																							
1292	EHDSPatientSummary	header.legalAuthentication.legalAuthenticator[x]	1..1	The person or organisation taking responsibility for the medical content of the document (typically the person who signs it)	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHealthProfessional		The person or organisation taking responsibility for the medical content of the document (typically the person who signs it)																							
1293	EHDSPatientSummary	header.legalAuthentication.legalAuthenticator[x]	1..1	The person or organisation taking responsibility for the medical content of the document (typically the person who signs it)	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation		The person or organisation taking responsibility for the medical content of the document (typically the person who signs it)																							
1294	EHDSPatientSummary	header.legalAuthentication.datetime	1..1	Date and time when the document was authorised	dateTime		Date and time when the document was authorised																							
1295	EHDSPatientSummary	header.eventType	0..*	Categorisation of the event covered by the document (e.g. laboratory study types, imaging study types including modality, etc.). Selection of such tags or labels depends on the use case and agreement between data sharing parties. This meta-data element serves primarily for searching and filtering purposes.	CodeableConcept	LOINC, SNOMED CT, dicom-cid-33-Modality (preferred)	Categorisation of the event covered by the document (e.g. laboratory study types, imaging study types including modality, etc.). Selection of such tags or labels depends on the use case and agreement between data sharing parties. This meta-data element serves primarily for searching and filtering purposes.																							
1296	EHDSPatientSummary	header.serviceSpecialty	0..*	Additional details about where the content was created (e.g. clinical specialty)	CodeableConcept	SNOMED CT (preferred)	Additional details about where the content was created (e.g. clinical specialty)																							
1297	EHDSPatientSummary	header.custodian	0..1	Organisation that is in charge of maintaining the document/report.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation		Organisation that is in charge of maintaining the document/report.																							
1298	EHDSPatientSummary	presentedForm	0..*	A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSAttachment		A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document																							
1299	EHDSPatientSummary	alerts	0..1	Substantial alerts or warnings that health professionals should be aware of.	Base		Section: Alerts																							
1300	EHDSPatientSummary	alerts.generatedNarrative	0..1	Narrative, potentially formatted, content of the whole section.	string		Narrative, potentially formatted, content of the whole section.																							
1301	EHDSPatientSummary	alerts.emptyReason	0..1	Reason for absence of data	CodeableConcept		Reason for absence of data																							
1302	EHDSPatientSummary	alerts.medicalAlert	0..*	Description of medical alerts in textual format: any clinical information that is imperative to know so that the life or health of the patient does not come under threat.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSAlert		Description of medical alerts in textual format: any clinical information that is imperative to know so that the life or health of the patient does not come under threat.																							
1303	EHDSPatientSummary	alerts.note	0..1	Free text notes by the health professional	string		Free text notes by the health professional																							
1304	EHDSPatientSummary	allergiesAndIntolerances	1..1	Section: Allergies and intolerances	Base		Section: Allergies and intolerances																							
1305	EHDSPatientSummary	allergiesAndIntolerances.generatedNarrative	0..1	Narrative, potentially formatted, content of the whole section.	string		Narrative, potentially formatted, content of the whole section.																							
1306	EHDSPatientSummary	allergiesAndIntolerances.allergyIntolerance	0..*	List of structured allergies and intolerances	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSAllergyIntolerance		List of structured allergies and intolerances																							
1307	EHDSPatientSummary	allergiesAndIntolerances.emptyReason	0..1	Reason for absence of data (indicates whether the person is known to have no allergies or the data is considered incomplete)	CodeableConcept	1.3.6.1.4.1.12559.11.10.1.3.1.42.47eHDSIAbsentOrUnknownAllergy	http://hl7.org/fhir/ValueSet/list-empty-reason (preferred)	Use if no Allergies are listed																						
1308	EHDSPatientSummary	allergiesAndIntolerances.note	0..1	Free text notes by the health professional	string		Free text notes by the health professional																							
1309	EHDSPatientSummary	problems	1..1	Conditions and symptoms affecting the health of the patient.	Base		Section: Medical problems																							
1310	EHDSPatientSummary	problems.generatedNarrative	0..1	Narrative, potentially formatted, content of the whole section.	string		Narrative, potentially formatted, content of the whole section.																							
1311	EHDSPatientSummary	problems.emptyReason	0..1	Use if no conditions are listed	CodeableConcept		Use if no conditions are listed																							
1312	EHDSPatientSummary	problems.problem	0..*	Health conditions affecting the health of the patient.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSCondition		Health conditions affecting the health of the patient.																							
1313	EHDSPatientSummary	problems.note	0..1	Free text notes by the health professional	string		Free text notes by the health professional																							
1314	EHDSPatientSummary	medicationSummary	1..1	Current and relevant past medicines.	Base		Section: Medication summary																							
1315	EHDSPatientSummary	medicationSummary.generatedNarrative	0..1	Narrative, potentially formatted, content of the whole section.	string		Narrative, potentially formatted, content of the whole section.																							
1316	EHDSPatientSummary	medicationSummary.emptyReason	0..1	Use if no medicines are listed	CodeableConcept		Use if no medicines are listed																							
1317	EHDSPatientSummary	medicationSummary.medicationUse	0..*	Medication treatment/prescription relevant for this patient summary. Typically, medications whose period of time indicated for the treatment has not yet expired whether it has been dispensed or not.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSMedicationUse		Medication treatment/prescription relevant for this patient summary. Typically, medications whose period of time indicated for the treatment has not yet expired whether it has been dispensed or not.																							
1318	EHDSPatientSummary	medicationSummary.note	0..1	Free text notes by the health professional	string		Free text notes by the health professional																							
1319	EHDSPatientSummary	medicalDevicesAndImplants	1..1	The devices that are implanted in the patient and external medical devices and equipment that the health																										
1320	status depends on.	Base		Section: Medical devices and implants																										
1321	EHDSPatientSummary	medicalDevicesAndImplants.generatedNarrative	0..1	Narrative, potentially formatted, content of the whole section.	string		Narrative, potentially formatted, content of the whole section.																							
1322	EHDSPatientSummary	medicalDevicesAndImplants.emptyReason	0..1	Reason for absence of data	CodeableConcept		Reason for absence of data																							
1323	EHDSPatientSummary	medicalDevicesAndImplants.deviceUse	0..*	Describes the patient's implanted and external medical devices and equipment that their health status depends on. Includes devices (such as cardiac pacemakers, implantable defibrillator, prothesis, ferromagnetic bone implants etc.) that are important to know by the HP.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSDeviceUse		Describes the patient's implanted and external medical devices and equipment that their health status depends on. Includes devices (such as cardiac pacemakers, implantable defibrillator, prothesis, ferromagnetic bone implants etc.) that are important to know by the HP.																							
1324	EHDSPatientSummary	medicalDevicesAndImplants.note	0..1	Free text notes by the health professional	string		Free text notes by the health professional																							
1325	EHDSPatientSummary	procedures	1..1	Significant procedures performed on the patient.	Base		Section: Procedures																							
1326	EHDSPatientSummary	procedures.generatedNarrative	0..1	Narrative, potentially formatted, content of the whole section.	string		Narrative, potentially formatted, content of the whole section.																							
1327	EHDSPatientSummary	procedures.emptyReason	0..1	Reason for absence of data	CodeableConcept		Reason for absence of data																							
1328	EHDSPatientSummary	procedures.procedure	0..*	List of procedures	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSProcedure		List of procedures																							
1329	EHDSPatientSummary	procedures.note	0..1	Free text notes by the health professional	string		Free text notes by the health professional																							
1330	EHDSPatientSummary	immunisations	0..1	A patient's immunisation status (vaccination and other prophylaxis). The section should include current immunisation status and may contain the entire history that is relevant to the period of time being summarised. Adverse reactions against vaccines should be documented in the allergy section.	Base		Section: Immunisations																							
1331	EHDSPatientSummary	immunisations.generatedNarrative	0..1	Narrative, potentially formatted, content of the whole section.	string		Narrative, potentially formatted, content of the whole section.																							
1332	EHDSPatientSummary	immunisations.immunisation	0..*	Immunisations given to the patient and their status at the point of care.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSImmunisation		Immunisations given to the patient and their status at the point of care.																							
1333	EHDSPatientSummary	immunisations.note	0..1	Free text notes by the health professional	string		Free text notes by the health professional																							
1334	EHDSPatientSummary	functionalStatus	0..1	An individual's ability to perform normal daily activities required to meet basic needs, fulfil usual roles and maintain health and well-being.	Base		Section: Functional status																							
1335	EHDSPatientSummary	functionalStatus.generatedNarrative	0..1	Narrative, potentially formatted, content of the whole section.	string		Narrative, potentially formatted, content of the whole section.																							
1336	EHDSPatientSummary	functionalStatus.condition	0..*	Condition information describing patient's functional status or disability.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSCondition		Condition information describing patient's functional status or disability.																							
1337	EHDSPatientSummary	functionalStatus.assessment	0..*	Assessment results regarding functional status.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservation		Assessment results regarding functional status.																							
1338	EHDSPatientSummary	functionalStatus.note	0..1	Free text notes by the health professional	string		Free text notes by the health professional																							
1339	EHDSPatientSummary	socialHistory	0..1	Observations on social factors such as alcohol consumption or smoking. From the healthcare perspective, life-style factors relate to well-being but can also provide a source of risk factors.	Base		Section: Social history																							
1340	EHDSPatientSummary	socialHistory.generatedNarrative	0..1	Narrative, potentially formatted, content of the whole section.	string		Narrative, potentially formatted, content of the whole section.																							
1341	EHDSPatientSummary	socialHistory.observation	0..*	Health related lifestyle factors or lifestyle observations and social determinants of health. Example: cigarette smoker, alcohol consumption	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservation		Social history observations related to health																							
1342	EHDSPatientSummary	socialHistory.note	0..1	Free text notes by the health professional	string		Free text notes by the health professional																							
1343	EHDSPatientSummary	pregnancyHistory	0..1	To present the current health state of the patient with respect to pregnancy and to provide chronological and outcome information about past pregnancies.	Base		Section: Pregnancy history																							
1344	EHDSPatientSummary	pregnancyHistory.generatedNarrative	0..1	Narrative, potentially formatted, content of the whole section.	string		Narrative, potentially formatted, content of the whole section.																							
1345	EHDSPatientSummary	pregnancyHistory.currentPregnancyStatus	0..1	Current state of the pregnancy at the date the observation was made, e.g. pregnant, not pregnant, unknown.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSCurrentPregnancy		Current pregnancy status																							
1346	EHDSPatientSummary	pregnancyHistory.previousPregnancies	0..*	Information about previous pregnancies, including outcomes and number of children/fetuses in each pregnancy.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSPregnancyHistory		History of previous pregnancies																							
1347	EHDSPatientSummary	pregnancyHistory.note	0..1	Free text notes by the health professional	string		Free text notes by the health professional																							
1348	EHDSPatientSummary	travelHistory	0..1	Captures relevant information about the patient's recent travel history that may be of clinical relevance — particularly in relation to exposure to infectious diseases, epidemiological risks, or environmental factors. The intent is to support clinical decision-making and risk assessment, especially in contexts such as outbreaks or endemic disease regions.	Base		Section: Travel history																							
1349	EHDSPatientSummary	travelHistory.generatedNarrative	0..1	Narrative, potentially formatted, content of the whole section.	string		Narrative, potentially formatted, content of the whole section.																							
1350	EHDSPatientSummary	travelHistory.travelHistory	0..*	Travel history for one country	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSTravelHistory		Travel history for one country																							
1351	EHDSPatientSummary	travelHistory.note	0..1	Free text notes by the health professional	string		Free text notes by the health professional																							
1352	EHDSPatientSummary	patientStory	0..1	A concise narrative from the patient’s perspective about their present health state. This is a record of things that a person feels are important to communicate about their needs, strengths, values, concerns and preferences to others providing support and care.	Base		Section: Patient story																							
1353	EHDSPatientSummary	patientStory.note	0..1	Free text notes by the health professional	string		Free text notes by the health professional																							
1354	EHDSPatientSummary	advanceDirectives	0..1	Provision for healthcare decisions if, in the future, a person is unable to make those decisions.	Base		Section: Advance Directives																							
1355	EHDSPatientSummary	advanceDirectives.generatedNarrative	0..1	Narrative, potentially formatted, content of the whole section.	string		Narrative, potentially formatted, content of the whole section.																							
1356	EHDSPatientSummary	advanceDirectives.advanceDirective	0..*	Provision for healthcare decisions if, in the future, a person is unable to make those decisions	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSAdvanceDirective		Provision for healthcare decisions if, in the future, a person is unable to make those decisions																							
1357	EHDSPatientSummary	advanceDirectives.note	0..1	Free text notes by the health professional	string		Free text notes by the health professional																							
1358	EHDSPatientSummary	observationResults	0..1	Relevant observation results obtained on the patient. These may be measurements, laboratory results, anatomic pathology results, radiology results or other imaging or clinical results.	Base		Section: Observation results																							
1359	EHDSPatientSummary	observationResults.generatedNarrative	0..1	Narrative, potentially formatted, content of the whole section.	string		Narrative, potentially formatted, content of the whole section.																							
1360	EHDSPatientSummary	observationResults.result	0..*	Observation results pertaining to the subject of care's health condition and which might have impact on future treatments	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservation		Observation results pertaining to the subject of care's health condition and which might have impact on future treatments																							
1361	EHDSPatientSummary	observationResults.note	0..1	Free text notes by the health professional	string		Free text notes by the health professional																							
1362	EHDSPatientSummary	carePlans	0..1	Therapeutic recommendations that do not include pharmacologic treatments, such as diet, physical exercise, planned surgeries	Base		Section: Care plans																							
1363	EHDSPatientSummary	carePlans.generatedNarrative	0..1	Narrative, potentially formatted, content of the whole section.	string		Narrative, potentially formatted, content of the whole section.																							
